environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score,env_encoded,env_prod
dev,0.4441478795194067,1,2,0,0.058830725447614286,0.7777777777777777,0.0,0,0
prod,0.15660901658279558,1,3,0,0.5335364038806346,0.4444444444444444,0.0,1,1
prod,0.3335716445768999,0,1,0,0.6353274802874589,0.6666666666666666,0.0,1,1
dev,0.9904020561916046,1,3,1,0.7501131397136885,0.0,0.0,0,0
dev,0.9418551661147111,1,1,0,0.419777056617995,0.0,0.0,0,0
prod,0.34963332948641823,1,2,1,0.3506012105462075,0.5555555555555556,1.0,1,1
prod,0.4237310574774732,0,2,0,0.2340924149185975,0.5555555555555556,0.0,1,1
prod,0.290531331906853,0,3,0,0.7739781282014249,1.0,0.0,1,1
dev,0.9858012674093223,0,2,1,0.9159366556526576,0.0,0.0,0,0
staging,0.28640619152311464,0,3,1,0.8311110974836269,1.0,0.0,2,0
dev,0.46733375643044006,0,3,0,0.386087511523425,0.5555555555555556,0.0,0,0
dev,0.9943715106287249,1,3,1,0.6842431216082093,0.5555555555555556,0.0,0,0
staging,0.9631031739169661,0,3,0,0.7767538459522128,0.3333333333333333,0.0,2,0
prod,0.8634393890954848,0,2,0,0.6779007727006754,1.0,0.0,1,1
dev,0.4589355100819894,1,2,1,0.6227448362966483,0.5555555555555556,0.0,0,0
prod,0.5594341506298237,1,3,1,0.4382428352953884,1.0,0.0,1,1
staging,0.7815197204876195,0,3,1,0.927978441888561,0.7777777777777777,0.0,2,0
staging,0.450706931886406,0,1,1,0.9279211912190133,0.8888888888888888,0.0,2,0
staging,0.8519057563674172,0,1,1,0.7849115306088985,0.8888888888888888,1.0,2,0
staging,0.7532200802093066,0,1,0,0.9012032465957219,0.3333333333333333,0.0,2,0
prod,0.6603193482089251,1,3,0,0.6710690045737783,0.2222222222222222,0.0,1,1
prod,0.5801766934033203,0,3,1,0.7158742095613243,0.8888888888888888,0.0,1,1
prod,0.16568369230012253,1,2,1,0.6480780389373184,0.3333333333333333,0.0,1,1
dev,0.6668667218891398,1,2,0,0.5960984951541922,0.0,0.0,0,0
staging,0.6237581826703368,1,2,0,0.9654717177293685,0.8888888888888888,0.0,2,0
dev,0.019596369030035435,1,3,0,0.24839540930120818,0.7777777777777777,0.0,0,0
dev,0.8111717409502588,1,3,1,0.8858875119001306,0.3333333333333333,0.0,0,0
dev,0.3596620379767767,0,2,0,0.34688962855794075,0.8888888888888888,0.0,0,0
prod,0.4396306911542981,0,1,1,0.9753993055198461,0.0,1.0,1,1
dev,0.41433284399401615,1,1,0,0.9781910699666545,0.6666666666666666,0.0,0,0
prod,0.08984261076011514,1,2,0,0.0004184401192966417,0.2222222222222222,0.0,1,1
staging,0.6848358765999539,1,1,0,0.6018286069712365,0.6666666666666666,0.0,2,0
prod,0.06077797842517706,1,1,0,0.09142099694375329,1.0,0.0,1,1
staging,0.07858948863315825,0,3,0,0.9340242694636628,0.8888888888888888,0.0,2,0
dev,0.44831328930794934,0,2,0,0.7154647544728553,0.4444444444444444,0.0,0,0
dev,0.4109064480990129,0,2,0,0.7690623049788494,0.7777777777777777,0.0,0,0
dev,0.0950140464273977,1,3,0,0.6425979842574747,0.0,0.0,0,0
staging,0.6129548796791339,0,3,0,0.6095621221419082,0.1111111111111111,0.0,2,0
dev,0.6642632223570872,0,3,1,0.20585165033589112,1.0,0.0,0,0
prod,0.6340352239032907,0,1,1,0.4227824057915162,0.5555555555555556,0.0,1,1
dev,0.05633900592481296,1,2,0,0.8593797728988484,0.2222222222222222,0.0,0,0
dev,0.4411586667303127,0,1,0,0.7589926623132367,0.2222222222222222,0.0,0,0
dev,0.5446296105006028,1,3,0,0.6845770267302531,0.0,0.0,0,0
dev,0.8252090551416718,1,1,1,0.2757467887293244,0.1111111111111111,0.0,0,0
dev,0.8551050913840531,0,3,1,0.7995117635878881,0.3333333333333333,0.0,0,0
dev,0.6351310233248201,1,2,1,0.708153870541798,1.0,0.0,0,0
prod,0.6942795563697342,1,3,0,0.5013362381171909,0.0,0.0,1,1
staging,0.9804602725526229,1,2,0,0.11617176629241248,0.2222222222222222,0.0,2,0
dev,0.2352155896475545,1,1,1,0.8996465259701134,0.7777777777777777,0.0,0,0
prod,0.41315979275070036,1,1,0,0.34707998919525196,0.4444444444444444,0.0,1,1
dev,0.6962813561175,1,2,1,0.10856103906592703,0.4444444444444444,0.0,0,0
dev,0.35724656346829775,0,1,0,0.7246986722060705,0.0,0.0,0,0
dev,0.5919527811788889,0,3,0,0.5359331323360653,0.2222222222222222,0.0,0,0
staging,0.620638114744777,0,1,0,0.8002955656108462,0.6666666666666666,0.0,2,0
dev,0.09417753131851751,1,2,1,0.9250304360173548,0.6666666666666666,0.0,0,0
dev,0.07175535290336953,0,2,0,0.7859185489562703,0.4444444444444444,0.0,0,0
dev,0.702059449997944,0,1,0,0.12289395205779516,0.6666666666666666,0.0,0,0
staging,0.44774237521164917,0,3,1,0.6199892926691046,0.0,1.0,2,0
prod,0.20056163686692347,0,3,1,0.00878056523335951,0.1111111111111111,0.0,1,1
prod,0.943439185238418,0,2,1,0.7245742847841294,0.4444444444444444,0.0,1,1
prod,0.4628374613121137,0,2,0,0.34853455412979034,0.5555555555555556,0.0,1,1
dev,0.6857050154025249,0,2,0,0.2896632085972051,0.4444444444444444,0.0,0,0
staging,0.046868040310140954,1,2,1,0.28830525893963066,1.0,0.0,2,0
prod,0.4075116444629604,1,3,0,0.1763382756486521,0.1111111111111111,0.0,1,1
staging,0.1461290083790323,1,2,0,0.8760398508884618,0.0,1.0,2,0
dev,0.5731452863102785,1,2,0,0.16913133693895752,0.2222222222222222,0.0,0,0
dev,0.7361413087927013,1,1,1,0.5177401502022178,1.0,0.0,0,0
staging,0.8831801132636747,0,1,0,0.9361425078354525,0.8888888888888888,0.0,2,0
dev,0.39437405496870714,1,2,1,0.4593037093420735,0.8888888888888888,0.0,0,0
prod,0.24046217253031815,1,3,0,0.13811549327458958,0.6666666666666666,0.0,1,1
dev,0.8652041004465465,1,3,0,0.43450033979524405,0.8888888888888888,0.0,0,0
dev,0.5234774272183912,0,3,1,0.7475011752456079,0.7777777777777777,0.0,0,0
staging,0.5164926304784332,1,2,0,0.017351085645668885,0.0,0.0,2,0
prod,0.6422825044704511,1,1,0,0.5685858743193248,0.8888888888888888,0.0,1,1
staging,0.24071267968917603,1,3,0,0.2622512439685792,0.0,0.0,2,0
dev,0.8654796990875843,1,1,1,0.3738918825611978,0.7777777777777777,0.0,0,0
staging,0.8712851306353698,0,2,1,0.16230643501934414,0.6666666666666666,0.0,2,0
prod,0.38367944193923503,1,2,1,0.7431523210003314,0.6666666666666666,0.0,1,1
staging,0.7739140370383859,0,3,0,0.7734817960104529,0.4444444444444444,0.0,2,0
staging,0.34723752260320523,1,2,0,0.11593324900604426,0.3333333333333333,1.0,2,0
prod,0.18838892521721873,1,2,0,0.8135079791686165,0.8888888888888888,0.0,1,1
prod,0.8647778969443104,1,1,1,0.1467289811786079,1.0,0.0,1,1
prod,0.6135833208537088,1,2,1,0.19259806572052143,0.0,0.0,1,1
staging,0.3110909189425171,1,1,1,0.3795018889008749,0.6666666666666666,0.0,2,0
staging,0.0009839687957235999,1,3,0,0.5481127106349142,0.2222222222222222,0.0,2,0
prod,0.22852636592796138,1,3,0,0.20306707000996213,0.5555555555555556,0.0,1,1
staging,0.9931821882145874,0,3,1,0.4876114047434056,0.5555555555555556,0.0,2,0
dev,0.42705917545615846,1,1,1,0.14851910173473584,0.0,0.0,0,0
staging,0.09482439905926636,0,3,1,0.7569644112339692,0.8888888888888888,0.0,2,0
staging,0.6431502758976928,1,3,0,0.4626082187207416,0.2222222222222222,0.0,2,0
dev,0.23658813727725836,0,2,0,0.003918181973464757,1.0,0.0,0,0
staging,0.7207124929605196,1,2,1,0.35623268021874194,0.5555555555555556,0.0,2,0
staging,0.35208394933511405,0,3,0,0.8663280313616957,0.4444444444444444,0.0,2,0
prod,0.5105761495658897,0,3,1,0.33588078474675415,0.6666666666666666,0.0,1,1
prod,0.8401378292361461,1,2,0,0.05920006148581984,0.6666666666666666,0.0,1,1
prod,0.7458505677026753,0,1,0,0.1121307385978453,0.7777777777777777,0.0,1,1
staging,0.6424071664166341,1,1,0,0.021789003795924338,0.6666666666666666,0.0,2,0
staging,0.4373322018476412,1,2,0,0.10957857087575672,0.7777777777777777,0.0,2,0
prod,0.47953028191762814,1,1,0,0.9160707569703331,0.6666666666666666,0.0,1,1
prod,0.42523029676563795,0,1,1,0.3930480671231892,0.6666666666666666,0.0,1,1
dev,0.26210336827819525,0,1,1,0.4843494303731328,1.0,1.0,0,0
dev,0.5949848503529342,1,2,0,0.5682145977121122,0.8888888888888888,0.0,0,0
staging,0.21744443610201114,1,2,0,0.9327685106940138,0.7777777777777777,0.0,2,0
prod,0.5436747944758749,1,2,1,0.7885381912476634,1.0,0.0,1,1
prod,0.4274651734156919,1,3,1,0.2801887997323306,0.1111111111111111,0.0,1,1
staging,0.45572701587920406,0,2,0,0.7476358766647805,0.7777777777777777,0.0,2,0
prod,0.6951142403660999,1,3,1,0.6112848773885596,0.0,1.0,1,1
prod,0.9425065271828977,0,2,1,0.7342446141289536,0.3333333333333333,1.0,1,1
prod,0.4383181884278057,0,3,1,0.37507336845090533,0.4444444444444444,0.0,1,1
dev,0.17643582969058585,0,3,1,0.7110162849761817,0.0,0.0,0,0
dev,0.8030870053994266,1,2,0,0.14618008477002845,0.3333333333333333,0.0,0,0
dev,0.21726641504615968,0,1,0,0.8208041554553063,0.2222222222222222,0.0,0,0
prod,0.4635961781601837,1,2,1,0.2727095293398617,0.0,0.0,1,1
dev,0.3799658605661548,0,1,1,0.055607173286766724,0.4444444444444444,0.0,0,0
prod,0.5362607158917588,1,3,1,0.6693794159034501,0.8888888888888888,1.0,1,1
prod,0.5180201529963148,0,3,0,0.995243404512768,0.4444444444444444,0.0,1,1
staging,0.7588925935133406,1,2,1,0.2127910571146836,0.1111111111111111,0.0,2,0
staging,0.7297324473791555,1,3,1,0.6152147857620776,0.4444444444444444,1.0,2,0
prod,0.8594986174487614,0,3,0,0.28957618835679105,0.0,0.0,1,1
staging,0.7566967392021441,0,2,0,0.675869486036205,0.1111111111111111,0.0,2,0
prod,0.8098863135561185,0,1,0,0.2950590221742338,0.8888888888888888,0.0,1,1
prod,0.05538253862804997,1,1,0,0.1590658276275257,0.0,0.0,1,1
dev,0.8418026065647385,0,1,0,0.5773875026500691,0.3333333333333333,0.0,0,0
prod,0.5117878106203076,1,2,0,0.5304295296232251,0.8888888888888888,0.0,1,1
staging,0.7153255713683104,0,2,1,0.9634565145041436,0.1111111111111111,0.0,2,0
dev,0.27465445799144617,1,2,0,0.7237655143069819,0.2222222222222222,0.0,0,0
staging,0.6460443353321358,1,3,0,0.6498053642670465,0.2222222222222222,1.0,2,0
dev,0.6504800655955786,1,2,1,0.924154747138455,0.1111111111111111,0.0,0,0
prod,0.8103385647190395,0,3,0,0.7361347085994401,0.8888888888888888,0.0,1,1
staging,0.3657467730197541,0,3,1,0.8912725031192381,0.4444444444444444,0.0,2,0
staging,0.5726252521753256,1,3,0,0.7555725956976126,0.5555555555555556,0.0,2,0
staging,0.5336723008524251,0,1,0,0.3580515562843025,0.1111111111111111,0.0,2,0
prod,0.9610187456897582,0,3,1,0.22178391294618782,0.3333333333333333,0.0,1,1
staging,0.4477884627347376,0,2,1,0.8884645893393232,0.3333333333333333,0.0,2,0
staging,0.7922375273636071,1,1,1,0.8232567462127647,1.0,0.0,2,0
dev,0.7448050775591077,1,2,1,0.16982633930886362,0.5555555555555556,0.0,0,0
prod,0.7279087372576589,1,2,1,0.3762452835004585,0.0,1.0,1,1
prod,0.7705692207200222,1,3,0,0.4638451174299709,0.7777777777777777,0.0,1,1
prod,0.6695852181778285,0,3,1,0.3344202967872539,0.2222222222222222,0.0,1,1
prod,0.1378317965449995,1,3,0,0.04847618541289623,0.7777777777777777,0.0,1,1
staging,0.5341694472371974,1,2,1,0.3584560819098766,0.3333333333333333,0.0,2,0
prod,0.6879572560970734,1,3,1,0.2164050181667813,0.8888888888888888,0.0,1,1
staging,0.037759971397272066,0,2,0,0.11435633501520909,0.1111111111111111,0.0,2,0
dev,0.27040690291851677,0,2,1,0.18785016952394473,0.6666666666666666,0.0,0,0
dev,0.14156679122577542,0,3,0,0.9454664901440709,0.4444444444444444,0.0,0,0
prod,0.20570066208737192,1,3,1,0.07080283064586489,0.4444444444444444,0.0,1,1
prod,0.31679512218183803,1,3,0,0.06058283027410988,0.5555555555555556,0.0,1,1
prod,0.09162629654487901,0,3,1,0.02853950129398645,0.0,0.0,1,1
staging,0.9193791055032329,1,3,0,0.10593872489633191,0.7777777777777777,0.0,2,0
dev,0.6736889854502512,0,1,1,0.826701336563844,0.3333333333333333,0.0,0,0
staging,0.8752056238622234,1,1,0,0.9117598778230386,0.0,0.0,2,0
prod,0.9039984366398951,1,2,0,0.013600735081549608,0.0,0.0,1,1
dev,0.6272545551589567,1,3,1,0.6766341306462962,0.7777777777777777,0.0,0,0
prod,0.40842772577502395,1,1,0,0.9314145380392764,0.6666666666666666,0.0,1,1
dev,0.23568313211397207,0,2,0,0.8190662629322184,0.8888888888888888,0.0,0,0
staging,0.6868777809577844,1,3,0,0.5703222041659286,0.1111111111111111,0.0,2,0
prod,0.5687457949270749,0,1,1,0.6458734108896186,0.8888888888888888,0.0,1,1
staging,0.3233758537483431,0,1,0,0.5694630244003794,0.0,0.0,2,0
staging,0.41200084702652096,1,1,1,0.7047371252092154,0.8888888888888888,0.0,2,0
dev,0.8562312905380784,1,3,0,0.26731250996888695,0.7777777777777777,0.0,0,0
prod,0.7906328402334449,0,3,1,0.4221131515551803,0.4444444444444444,0.0,1,1
prod,0.5477781994471776,0,2,0,0.8904806311022222,0.0,0.0,1,1
dev,0.7131083923282909,0,2,0,0.36691819598449843,0.7777777777777777,0.0,0,0
staging,0.9166388855110813,0,2,1,0.2931360445617206,0.6666666666666666,0.0,2,0
prod,0.5721128043623088,1,2,0,0.15483401139134037,0.2222222222222222,0.0,1,1
prod,0.7467792584638824,1,3,1,0.8179174038055532,0.5555555555555556,0.0,1,1
staging,0.722859895495845,1,3,1,0.36823155604821484,0.0,0.0,2,0
staging,0.3014658456632487,1,2,1,0.4742480095769066,0.7777777777777777,0.0,2,0
prod,0.7983432033132813,1,1,0,0.07177023902241242,0.8888888888888888,0.0,1,1
prod,0.6237783751753196,0,1,0,0.3101333586313677,0.1111111111111111,0.0,1,1
dev,0.6720951099499083,0,1,1,0.383485441599706,1.0,0.0,0,0
staging,0.5725039555991993,1,2,1,0.5058093823454184,0.0,0.0,2,0
staging,0.2857573277254321,1,1,1,0.7938101235151798,0.4444444444444444,0.0,2,0
dev,0.7710852165486756,0,1,0,0.9538339174101015,0.8888888888888888,1.0,0,0
dev,0.3805762857593163,0,2,0,0.7540892467332081,0.2222222222222222,0.0,0,0
prod,0.7622637874759847,0,1,1,0.0916851489279342,0.2222222222222222,0.0,1,1
staging,0.04840445281971879,1,2,1,0.6854573703530276,0.4444444444444444,0.0,2,0
staging,0.7429757351271395,1,1,1,0.1311489643863187,0.4444444444444444,0.0,2,0
prod,0.31152329150836466,0,2,0,0.8150155131869341,0.1111111111111111,0.0,1,1
staging,0.3981371505056064,1,1,1,0.7600556381160696,1.0,0.0,2,0
prod,0.7773848778270375,0,3,1,0.3876731319150268,0.3333333333333333,0.0,1,1
dev,0.49240424476346445,1,2,1,0.48587687777254707,0.6666666666666666,0.0,0,0
staging,0.03056196387450401,1,2,0,0.8008836518348217,0.5555555555555556,0.0,2,0
staging,0.8475972221572358,0,3,1,0.7455861047106824,0.6666666666666666,0.0,2,0
prod,0.3866736071173621,0,3,1,0.5720161726357104,0.3333333333333333,0.0,1,1
staging,0.6795554960088297,1,2,0,0.022330830946347736,0.1111111111111111,0.0,2,0
prod,0.4755533382717799,0,3,0,0.7586123569923554,1.0,0.0,1,1
prod,0.6362583041824218,1,2,0,0.9474028332455291,0.1111111111111111,0.0,1,1
staging,0.2979133463813253,1,3,1,0.024152957125838637,0.1111111111111111,0.0,2,0
staging,0.005582663340108832,0,3,0,0.8189880352933727,0.5555555555555556,0.0,2,0
prod,0.9645374696739814,0,3,1,0.6920281535837824,0.0,1.0,1,1
prod,0.6865492242300106,1,3,0,0.9237531915502318,0.1111111111111111,0.0,1,1
dev,0.7792170677949191,0,1,1,0.23642984790508093,0.6666666666666666,1.0,0,0
dev,0.04442497762799598,1,2,1,0.5815759903736855,0.7777777777777777,0.0,0,0
staging,0.8651608819501292,0,1,1,0.3800673143648565,0.8888888888888888,0.0,2,0
prod,0.32481213366831196,1,1,1,0.8532924632926998,0.3333333333333333,0.0,1,1
dev,0.3268346436474441,0,1,0,0.11885356131133101,0.5555555555555556,0.0,0,0
staging,0.8108953253316471,1,3,1,0.3143234076781317,0.6666666666666666,0.0,2,0
dev,0.17760072805526006,1,1,1,0.6395866685590706,0.3333333333333333,0.0,0,0
prod,0.007644807073046711,0,1,1,0.6712132263505397,0.0,0.0,1,1
dev,0.03010062012005059,0,1,0,0.0522269317657187,0.5555555555555556,0.0,0,0
dev,0.510314341784064,1,2,0,0.8729043333907662,0.0,0.0,0,0
dev,0.24746329500376357,0,1,1,0.4754796230744408,0.8888888888888888,0.0,0,0
staging,0.023847928640032337,0,2,1,0.18579368336502347,0.7777777777777777,0.0,2,0
prod,0.18573772905209202,1,3,0,0.7847722267993952,0.1111111111111111,0.0,1,1
staging,0.5955341114909289,0,1,1,0.39057276864910445,0.8888888888888888,0.0,2,0
prod,0.4666611620960146,0,2,1,0.9646816990274085,0.1111111111111111,0.0,1,1
prod,0.3755453168729166,1,1,1,0.5176762006176653,0.3333333333333333,0.0,1,1
staging,0.21556250814173938,0,1,0,0.5843473512057873,0.2222222222222222,0.0,2,0
prod,0.14951671879578204,0,1,0,0.8715031487324777,0.5555555555555556,0.0,1,1
dev,0.32286846816117065,1,3,1,0.4046969231474598,0.0,0.0,0,0
staging,0.6007796033965837,0,3,1,0.8473672534891157,0.6666666666666666,0.0,2,0
prod,0.3403299867860146,0,3,0,0.17124359113623597,0.2222222222222222,0.0,1,1
prod,0.7532814554960802,1,2,0,0.42673325248691907,0.6666666666666666,0.0,1,1
staging,0.7046525378773848,1,2,0,0.2144102182263897,0.7777777777777777,0.0,2,0
dev,0.9588563957912618,1,3,0,0.7475850158296103,0.5555555555555556,0.0,0,0
prod,0.5002149804176433,1,3,1,0.5428003067679644,0.4444444444444444,0.0,1,1
dev,0.41167172848425215,0,1,0,0.428904137749689,0.5555555555555556,0.0,0,0
prod,0.22761167156879109,1,3,1,0.2309392147902929,0.0,0.0,1,1
prod,0.5676210153246461,0,1,0,0.3687573038630529,0.3333333333333333,1.0,1,1
staging,0.09298507800849999,0,3,0,0.5884946874639668,0.2222222222222222,0.0,2,0
staging,0.8596975212978085,1,3,0,0.5543084008759908,0.2222222222222222,1.0,2,0
staging,0.0009147296047552489,1,2,0,0.21297172433271583,0.4444444444444444,1.0,2,0
prod,0.6783989692194707,0,3,0,0.48163016380229356,0.8888888888888888,0.0,1,1
prod,0.9675480555008181,1,1,0,0.7782671755698977,0.3333333333333333,0.0,1,1
staging,0.6990018458851297,1,3,0,0.7503554529375401,0.1111111111111111,0.0,2,0
prod,0.3907089485390377,0,2,1,0.16246068767284658,1.0,0.0,1,1
staging,0.03896791626411723,0,2,1,0.05404871953598939,0.8888888888888888,0.0,2,0
dev,0.44549990709834364,0,1,0,0.7019930619350002,0.0,0.0,0,0
dev,0.43576320906695465,0,2,1,0.7529495816788183,1.0,0.0,0,0
staging,0.08139837502445853,0,2,0,0.5242964729849756,0.8888888888888888,0.0,2,0
staging,0.580431680753009,0,1,0,0.8795995583495259,0.7777777777777777,0.0,2,0
prod,0.6721557991992743,0,3,1,0.5388706953906367,1.0,0.0,1,1
staging,0.5681420262161084,1,2,0,0.8256698564542131,0.1111111111111111,1.0,2,0
dev,0.8451719815211785,1,3,0,0.3886175851432386,0.0,0.0,0,0
dev,0.9999539801089067,0,2,1,0.5839124193886174,0.0,0.0,0,0
dev,0.6908873489741143,0,1,0,0.20670238896685647,0.8888888888888888,0.0,0,0
prod,0.7305271366018807,1,2,1,0.6982592638572034,0.0,0.0,1,1
prod,0.4279202677813827,1,3,1,0.07135974367367659,0.2222222222222222,0.0,1,1
dev,0.29034269997067547,1,1,0,0.9416811860119605,0.7777777777777777,0.0,0,0
prod,0.0987545107291928,1,3,0,0.9564657325138767,0.8888888888888888,0.0,1,1
dev,0.21770665773072,0,1,0,0.045592547326835604,0.7777777777777777,0.0,0,0
prod,0.6985753506125868,0,2,0,0.3415399804241685,0.6666666666666666,0.0,1,1
dev,0.5825100051149683,1,3,1,0.8174157741240415,0.7777777777777777,0.0,0,0
prod,0.7494989222490693,1,1,0,0.09490666679376361,1.0,0.0,1,1
staging,0.31146053245997724,1,2,0,0.9809176192468133,0.7777777777777777,0.0,2,0
prod,0.3540697663537381,1,1,1,0.42463021982577104,0.2222222222222222,0.0,1,1
staging,0.9548300445486476,1,3,1,0.8027365046035875,0.6666666666666666,0.0,2,0
prod,0.724160052587138,0,3,0,0.9147282932782868,0.5555555555555556,0.0,1,1
staging,0.5915566580206978,1,2,0,0.1712217607868893,0.4444444444444444,0.0,2,0
dev,0.5743067256177442,0,1,1,0.6318715564611262,0.3333333333333333,1.0,0,0
staging,0.9999337748634353,1,2,0,0.16607111855177303,0.7777777777777777,0.0,2,0
staging,0.7592447746720035,0,1,0,0.08943685482578306,0.3333333333333333,1.0,2,0
staging,0.5994921264996648,1,3,0,0.292415740947792,0.1111111111111111,0.0,2,0
prod,0.04193513026697136,0,3,0,0.8957348095345309,1.0,0.0,1,1
prod,0.3189235707595171,1,2,0,0.13653170334388912,0.7777777777777777,1.0,1,1
staging,0.8977486371074453,1,1,1,0.37486840422972967,1.0,0.0,2,0
dev,0.30775027479329853,1,3,1,0.17941889413487408,0.4444444444444444,0.0,0,0
staging,0.6373698747916042,1,1,0,0.21991531427904074,0.0,0.0,2,0
dev,0.9752778819381128,0,1,1,0.8222033485294266,0.3333333333333333,1.0,0,0
staging,0.7605061698992458,1,2,1,0.4947172516617918,0.3333333333333333,0.0,2,0
prod,0.0915005247855633,1,2,1,0.5438759082115149,0.3333333333333333,0.0,1,1
dev,0.5977724932784766,0,1,0,0.020804853261098856,1.0,0.0,0,0
prod,0.9950608215830284,0,1,1,0.1747654519073367,0.0,0.0,1,1
staging,0.6480224101669213,1,1,1,0.5334352153227604,0.8888888888888888,0.0,2,0
staging,0.6494850109608363,1,2,1,0.41493371199315277,0.0,1.0,2,0
prod,0.46435148120660885,1,2,0,0.7520790132470612,0.1111111111111111,0.0,1,1
staging,0.9467752468790208,0,1,0,0.532970794540921,0.2222222222222222,0.0,2,0
staging,0.5680074931775541,1,1,0,0.5415828057106413,0.8888888888888888,0.0,2,0
dev,0.6170160619230171,0,2,1,0.5020804005852663,0.7777777777777777,0.0,0,0
prod,0.20901922985031474,0,3,1,0.6547925039456104,0.0,0.0,1,1
dev,0.7071785600381674,0,1,1,0.4244424816696634,0.5555555555555556,1.0,0,0
prod,0.4206409246847318,0,2,1,0.846756597726385,0.7777777777777777,0.0,1,1
staging,0.973255534837146,1,3,0,0.7340502126562869,0.0,0.0,2,0
prod,0.02437339918865046,0,1,1,0.011278102260577698,0.6666666666666666,1.0,1,1
prod,0.8064609390879159,1,1,0,0.5822883425556884,0.5555555555555556,0.0,1,1
dev,0.8872995677678825,0,1,1,0.3209464077726557,0.7777777777777777,0.0,0,0
prod,0.4518953101150348,0,2,1,0.1976502700127463,0.5555555555555556,0.0,1,1
staging,0.9328081780116225,0,3,0,0.30981911968883385,0.1111111111111111,0.0,2,0
dev,0.3354204981278688,0,2,0,0.45796517053373326,0.0,0.0,0,0
dev,0.9915959218932985,1,2,1,0.5629696571651243,0.7777777777777777,0.0,0,0
staging,0.1385461591004299,1,2,0,0.9803241015332949,0.4444444444444444,0.0,2,0
staging,0.5816821839352562,1,1,0,0.7263546492827487,0.3333333333333333,0.0,2,0
